observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
waveUrta_2025_01_27__19_07_05_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_07_05_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_07_05_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.015571,0.027218,human,HS,,,,
waveUrta_2025_01_27__19_07_05_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_07_05_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_07_05_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.013084,0.023329,human,HS,,,,
waveUrta_2025_01_27__19_07_05_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_07_05_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_07_05_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.014922,0.023329,human,HS,,,,
waveUrta_2025_01_27__19_07_05_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_07_05_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_07_05_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,pusillidactylus,,,,,,,,,,,0.052444,0.072869,human,HS,,,,
waveUrta_2025_01_27__19_07_05_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_07_05_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_07_05_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.013733,0.025202,human,HS,,,,
waveUrta_2025_01_27__19_07_05_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_07_05_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_07_05_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Insecta,,,,,,,,,,,0.011786,0.021025,human,HS,,,,
waveUrta_2025_01_27__19_07_05_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_07_05_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_07_05_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,pusillidactylus,,,,,,,,,,,0.030493,0.054291,human,HS,,,,
waveUrta_2025_01_27__19_08_22_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_08_22_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_08_22_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.026276,0.038306,human,HS,,,,
waveUrta_2025_01_27__19_08_22_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_08_22_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_08_22_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Lepidoptera,,,,,,,,,,,0.035683,0.064804,human,HS,,,,
waveUrta_2025_01_27__19_08_22_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_08_22_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_08_22_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,pusillidactylus,,,,,,,,,,,0.051362,0.075173,human,HS,,,,
waveUrta_2025_01_27__19_08_22_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_08_22_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_08_22_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.016220,0.027218,human,HS,,,,
waveUrta_2025_01_27__19_08_22_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_08_22_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_08_22_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hymenoptera,,,,,,,,,,,0.012435,0.020881,human,HS,,,,
waveUrta_2025_01_27__19_08_22_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_08_22_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_08_22_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Lepidoptera,,,,,,,,,,,0.068988,0.113623,human,HS,,,,
waveUrta_2025_01_27__19_08_22_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_08_22_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_08_22_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.005947,0.008641,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.026492,0.038594,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,pusillidactylus,,,,,,,,,,,0.047902,0.069268,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.019464,0.036002,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hymenoptera,,,,,,,,,,,0.011246,0.020017,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Insecta,,,,,,,,,,,0.011029,0.016273,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Lepidoptera,,,,,,,,,,,0.069312,0.114343,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.008434,0.011521,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.007569,0.011233,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.007894,0.014689,human,HS,,,,
waveUrta_2025_01_27__19_09_06_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_09_06_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_09_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,,,,,,,,,,,,0.008110,0.011089,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.026384,0.038738,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.032331,0.044787,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.033953,0.046515,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,pusillidactylus,,,,,,,,,,,0.047470,0.068980,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.019247,0.027074,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.018707,0.030242,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.014922,0.021169,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hymenoptera,,,,,,,,,,,0.013408,0.019585,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.016760,0.023185,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Lepidoptera,,,,,,,,,,,0.015463,0.029810,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_10_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_10_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.008542,0.014689,human,HS,,,,
waveUrta_2025_01_27__19_10_06_HDR0_11_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_10_06_HDR0_11_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_10_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,,,,,,,,,,,,0.008110,0.010945,human,HS,,,,
waveUrta_2025_01_27__19_11_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_11_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_11_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.026600,0.039026,human,HS,,,,
waveUrta_2025_01_27__19_11_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_11_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_11_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Hemiptera,,,,,,,,,,,0.029087,0.059044,human,HS,,,,
waveUrta_2025_01_27__19_11_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_11_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_11_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,pusillidactylus,,,,,,,,,,,0.047686,0.067828,human,HS,,,,
waveUrta_2025_01_27__19_11_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_11_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_11_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.016436,0.025778,human,HS,,,,
waveUrta_2025_01_27__19_11_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_11_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_11_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Lepidoptera,,,,,,,,,,,0.015787,0.027506,human,HS,,,,
waveUrta_2025_01_27__19_11_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_1508m_waveUrta_2025-01-27,waveUrta_2025_01_27__19_11_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,waveUrta_2025_01_27__19_11_06_HDR0.jpg,2025-01-27T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,machine_observation,,Diptera,,,,,,,,,,,0.010813,0.014833,human,HS,,,,
